期數,日期,中獎號碼 1,2,3,4,5,6,特別號碼,上期出現號碼,小,大,單數,雙數,1-10,11-20,21-30,31-40,41-50,頭獎 中獎注數,頭獎 每注獎金,二獎 中獎注數,二獎 每注獎金,三獎 中獎注數,三獎 每注獎金,四獎 中獎注數,四獎 每注獎金,五獎 中獎注數,五獎 每注獎金,六獎 中獎注數,六獎 每注獎金,七獎 中獎注數,七獎 每注獎金,八獎 中獎注數,八獎 每注獎金
105000053,2016-06-10,4,13,15,22,23,48,3,23,5,1,3,3,1,2,2,0,1,0,0.00,1,2772235.00,49,56576.00,138,13392.00,2832,1794.00,4023,1000.00,41344,400.00,52479,400.00
105000052,2016-06-07,5,8,23,31,39,44,19,44,3,3,4,2,2,0,1,2,1,0,0.00,1,5209540.00,59,39794.00,133,11768.00,2562,1680.00,3243,1000.00,32597,400.00,45454,400.00
105000051,2016-06-03,3,10,27,33,41,44,7,,2,4,4,2,2,0,1,1,2,0,0.00,0,0.00,30,43733.00,73,11981.00,1525,1577.00,2438,1000.00,23593,400.00,27128,400.00
105000050,2016-05-31,1,2,5,32,45,46,43,2,3,3,3,3,3,0,0,1,2,0,0.00,0,0.00,24,64569.00,61,16936.00,1253,2267.00,1576,1000.00,17841,400.00,24518,400.00
105000049,2016-05-27,2,9,13,16,24,39,41,"13,39",5,1,3,3,2,2,1,1,0,0,0.00,1,2874317.00,36,41108.00,75,13154.00,1499,1809.00,1870,1000.00,18434,400.00,27427,400.00
105000048,2016-05-24,6,8,13,21,33,39,45,,4,2,4,2,2,1,1,2,0,1,130779518.00,0,0.00,47,29668.00,114,8154.00,1901,1344.00,2697,1000.00,22785,400.00,32337,400.00
105000047,2016-05-20,5,10,25,30,40,43,26,,2,4,3,3,2,0,2,1,1,0,0.00,1,1528180.00,62,24648.00,77,13231.00,2417,1159.00,2214,1000.00,22562,400.00,34751,400.00
105000046,2016-05-17,2,3,20,23,34,42,40,3,4,2,2,4,2,1,1,1,1,0,0.00,2,1616868.00,20,80614.00,75,14331.00,1480,1997.00,1809,1000.00,18845,400.00,27994,400.00
105000045,2016-05-13,3,10,22,31,35,38,37,"3,22,38",3,3,3,3,2,0,1,3,0,0,0.00,0,0.00,42,38605.00,79,13683.00,1433,2074.00,1924,1000.00,20073,400.00,27769,400.00
105000044,2016-05-10,3,4,8,22,36,38,7,,4,2,1,5,3,0,1,2,0,0,0.00,1,4592666.00,28,44470.00,97,8557.00,1879,1214.00,2699,1000.00,24200,400.00,32659,400.00
105000043,2016-05-06,1,26,37,39,42,48,41,1,1,5,3,3,1,0,1,2,2,0,0.00,0,0.00,24,70898.00,53,21403.00,1408,2215.00,1741,1000.00,17579,400.00,25992,400.00
105000042,2016-05-03,1,7,17,40,41,43,33,40,3,3,5,1,2,1,0,1,2,0,0.00,0,0.00,21,78378.00,47,23346.00,1383,2181.00,1712,1000.00,18298,400.00,26090,400.00
105000041,2016-04-29,8,14,27,31,36,40,3,,2,4,2,4,1,1,1,3,0,1,100000000.00,2,729348.00,35,41677.00,125,7779.00,1785,1498.00,2612,1000.00,25327,400.00,29895,400.00
105000040,2016-04-26,6,12,21,25,34,43,28,12,3,3,3,3,1,1,2,1,1,0,0.00,1,1490323.00,35,42580.00,97,10242.00,1694,1612.00,2377,1000.00,22646,400.00,29190,400.00
105000039,2016-04-22,12,19,23,33,46,48,29,"12,46",3,3,3,3,0,2,1,1,2,0,0.00,1,3411320.00,27,61921.00,75,14861.00,1292,2372.00,1984,1000.00,21425,400.00,26211,400.00
105000038,2016-04-19,12,21,39,41,46,47,14,47,2,4,4,2,0,1,1,1,3,0,0.00,0,0.00,37,47011.00,69,16806.00,1356,2351.00,1892,1000.00,19556,400.00,25703,400.00
105000037,2016-04-15,9,13,17,28,45,47,3,45,3,3,5,1,1,2,1,0,2,1,100000000.00,2,2438153.00,34,43372.00,80,12288.00,1491,1813.00,2394,1000.00,23629,400.00,27951,400.00
105000036,2016-04-12,11,14,19,39,45,49,23,45,3,3,5,1,0,3,0,1,2,0,0.00,0,0.00,20,88360.00,56,21038.00,1334,2428.00,1917,1000.00,21457,400.00,26494,400.00
105000035,2016-04-08,2,7,13,30,36,45,43,,3,3,3,3,2,1,1,1,1,0,0.00,0,0.00,29,56359.00,90,12106.00,1937,1546.00,2051,1000.00,20074,400.00,33481,400.00
105000034,2016-04-05,14,23,26,32,38,43,3,,2,4,2,4,0,1,2,2,1,1,100000000.00,2,687351.00,36,38186.00,97,9448.00,1929,1306.00,2410,1000.00,22539,400.00,30287,400.00
105000033,2016-04-01,8,12,16,29,37,39,40,,3,3,3,3,1,2,1,2,0,0,0.00,1,3386836.00,43,37419.00,86,12473.00,2103,1402.00,2103,1000.00,20443,400.00,35433,400.00
105000032,2016-03-29,1,17,18,34,46,47,25,,3,3,3,3,1,2,0,1,2,0,0.00,0,0.00,24,74075.00,68,17429.00,1415,2303.00,2026,1000.00,20883,400.00,26131,400.00
105000031,2016-03-25,7,11,22,37,40,41,20,"7,11",3,3,4,2,1,1,1,2,1,0,0.00,1,1463615.00,26,56292.00,54,18069.00,1319,2034.00,1973,1000.00,19731,400.00,25521,400.00
105000030,2016-03-22,7,11,16,20,30,33,6,,4,2,3,3,1,3,1,1,0,2,106842386.00,3,1769190.00,29,61974.00,123,9741.00,2490,1323.00,3202,1000.00,30885,400.00,40209,400.00
105000029,2016-03-18,1,3,4,18,25,47,13,47,4,2,4,2,3,1,1,0,1,0,0.00,0,0.00,40,43759.00,103,11329.00,2012,1594.00,2621,1000.00,27281,400.00,35910,400.00
105000028,2016-03-15,6,14,30,42,47,48,18,30,2,4,1,5,1,1,1,0,3,0,0.00,0,0.00,21,83805.00,81,14484.00,1423,2267.00,2398,1000.00,23605,400.00,28619,400.00
105000027,2016-03-11,9,16,30,34,36,49,31,30,2,4,2,4,1,1,1,2,1,0,0.00,1,3504981.00,25,68633.00,69,16578.00,1484,2119.00,2061,1000.00,21846,400.00,28449,400.00
105000026,2016-03-08,3,27,30,35,39,41,32,,1,5,5,1,1,0,2,2,1,0,0.00,0,0.00,53,33757.00,94,12688.00,1678,1954.00,2296,1000.00,23226,400.00,31058,400.00
105000025,2016-03-04,5,7,12,17,22,29,4,"7,17,22",5,1,4,2,2,2,2,0,0,0,0.00,1,3113975.00,50,30264.00,144,7005.00,2206,1257.00,3178,1000.00,28362,400.00,36465,400.00
105000024,2016-03-01,7,14,17,22,23,34,12,17,5,1,3,3,1,2,2,1,0,0,0.00,0,0.00,23,69597.00,93,11474.00,1721,1705.00,2557,1000.00,26429,400.00,30347,400.00
105000023,2016-02-26,3,9,17,21,41,46,27,,4,2,5,1,2,1,1,0,2,0,0.00,1,1630917.00,37,44078.00,82,13259.00,1958,1527.00,2453,1000.00,25163,400.00,33225,400.00
105000022,2016-02-23,10,14,19,20,43,45,22,20,4,2,3,3,1,3,0,0,2,0,0.00,1,4005684.00,28,68624.00,94,13627.00,1774,1985.00,2525,1000.00,25801,400.00,31480,400.00
105000021,2016-02-19,11,20,23,30,39,44,49,"11,23",3,3,3,3,0,2,2,1,1,0,0.00,0,0.00,30,69473.00,83,16740.00,1878,2034.00,2331,1000.00,24357,400.00,35657,400.00
105000020,2016-02-16,11,23,29,33,34,40,6,,2,4,4,2,0,1,2,3,0,1,132025917.00,2,1316133.00,43,61215.00,115,15259.00,2731,1767.00,3550,1000.00,37316,400.00,47717,400.00
105000019,2016-02-14,1,3,16,20,21,26,22,,5,1,3,3,2,2,2,0,0,1,155977112.00,1,4061043.00,116,35008.00,196,13813.00,4501,1654.00,5762,1000.00,56846,400.00,79404,400.00
105000018,2016-02-13,4,6,18,29,35,48,20,6,3,3,2,4,2,1,1,1,1,0,0.00,1,8758993.00,86,48069.00,197,13989.00,4024,1883.00,5328,1000.00,54037,400.00,71985,400.00
105000017,2016-02-12,6,10,11,22,32,45,4,,4,2,2,4,2,1,1,1,1,0,0.00,0,0.00,112,41294.00,245,12584.00,5051,1678.00,6998,1000.00,68580,400.00,89893,400.00
105000016,2016-02-11,3,13,29,30,34,48,28,,2,4,3,3,1,1,2,1,1,1,110178481.00,2,4527882.00,87,49888.00,222,13034.00,4340,1833.00,6161,1000.00,62609,400.00,78706,400.00
105000015,2016-02-10,18,19,22,32,44,47,9,,3,3,2,4,0,2,1,1,2,0,0.00,0,0.00,78,60454.00,194,16204.00,4487,1926.00,6215,1000.00,62880,400.00,82516,400.00
105000014,2016-02-09,9,24,25,31,37,45,12,,2,4,5,1,1,0,2,2,1,1,122101338.00,1,5346527.00,97,55118.00,290,12290.00,5713,1715.00,8086,1000.00,79954,400.00,99428,400.00
105000013,2016-02-08,8,12,13,16,27,32,24,,4,2,2,4,1,3,1,1,0,0,0.00,4,1172299.00,135,34734.00,346,9035.00,6315,1361.00,8866,1000.00,77716,400.00,105728,400.00
105000012,2016-02-07,4,11,21,25,35,37,43,4,3,3,5,1,1,1,2,2,0,1,252910675.00,1,5035282.00,105,47955.00,231,14531.00,5267,1752.00,6649,1000.00,66260,400.00,93493,400.00
105000011,2016-02-05,4,5,26,30,38,41,28,26,2,4,2,4,2,0,2,1,1,0,0.00,2,1103275.00,40,55163.00,87,16908.00,2195,1842.00,2966,1000.00,32301,400.00,38943,400.00
105000010,2016-02-02,15,21,23,26,43,48,34,48,3,3,4,2,0,1,3,0,2,0,0.00,1,5452014.00,23,85786.00,98,13422.00,1684,2148.00,2479,1000.00,25863,400.00,31567,400.00
105000009,2016-01-29,16,35,38,44,45,48,27,35,1,5,2,4,0,1,0,2,3,0,0.00,0,0.00,31,58278.00,77,15641.00,1405,2357.00,2068,1000.00,20987,400.00,26880,400.00
105000008,2016-01-26,11,13,17,35,39,46,2,"17,46",3,3,5,1,0,3,0,2,1,0,0.00,0,0.00,21,79632.00,65,17151.00,1434,2137.00,2256,1000.00,22232,400.00,27673,400.00
105000007,2016-01-22,10,15,17,20,43,46,37,46,4,2,3,3,1,3,0,0,2,0,0.00,1,1744885.00,25,69795.00,58,20056.00,1356,2359.00,1822,1000.00,20223,400.00,25794,400.00
105000006,2016-01-19,4,9,14,23,44,46,41,,4,2,2,4,2,1,1,0,2,0,0.00,1,3006081.00,40,39921.00,77,13825.00,1977,1480.00,2111,1000.00,21489,400.00,32788,400.00
105000005,2016-01-15,6,11,16,17,27,42,35,,4,2,3,3,1,3,1,0,1,0,0.00,0,0.00,46,30635.00,127,7397.00,2040,1266.00,2555,1000.00,24037,400.00,33287,400.00
105000004,2016-01-12,5,15,18,39,40,44,37,44,3,3,3,3,1,2,0,2,1,0,0.00,1,1730988.00,30,57699.00,67,17223.00,1562,2031.00,1995,1000.00,20820,400.00,28102,400.00
105000003,2016-01-08,3,10,13,28,44,48,1,3,3,3,2,4,2,1,1,0,2,0,0.00,1,3038479.00,28,57549.00,66,16276.00,1676,1762.00,2230,1000.00,23314,400.00,30213,400.00
105000002,2016-01-05,1,3,7,15,25,33,21,,4,2,6,0,3,1,1,1,0,1,100000000.00,0,0.00,36,39641.00,100,9514.00,2021,1294.00,2385,1000.00,23183,400.00,34346,400.00
105000001,2016-01-01,16,19,24,29,41,43,32,,3,3,4,2,0,2,2,0,2,0,0.00,1,5990409.00,44,39121.00,61,18812.00,1390,2270.00,1861,1000.00,18602,400.00,26302,400.00
104000109,2015-12-29,1,8,13,30,32,42,11,30,3,3,2,4,2,1,1,1,1,0,0.00,0,0.00,27,52386.00,92,10249.00,1519,1707.00,2484,1000.00,24730,400.00,27820,400.00
104000108,2015-12-25,3,7,11,12,16,30,13,12,5,1,3,3,2,3,1,0,0,0,0.00,0,0.00,49,27546.00,89,10110.00,2476,999.00,2462,1000.00,22087,400.00,35846,400.00
104000107,2015-12-22,8,12,13,29,37,49,43,,3,3,4,2,1,2,1,1,1,1,100000000.00,0,0.00,30,50161.00,92,10904.00,1735,1590.00,2131,1000.00,19489,400.00,32457,400.00
104000106,2015-12-18,5,6,11,15,18,25,31,"11,18",5,1,4,2,2,3,1,0,0,0,0.00,4,337883.00,63,21452.00,104,8663.00,2165,1144.00,2331,1000.00,21607,400.00,33773,400.00
104000105,2015-12-15,4,11,18,22,23,31,19,4,5,1,3,3,1,2,2,1,0,0,0.00,1,1481618.00,32,46300.00,91,10854.00,1749,1553.00,2104,1000.00,21266,400.00,30288,400.00
104000104,2015-12-11,1,4,25,29,42,43,11,43,2,4,4,2,2,0,2,0,2,0,0.00,2,771420.00,18,85713.00,88,11688.00,1365,2072.00,2410,1000.00,25332,400.00,26188,400.00
104000103,2015-12-08,8,15,32,36,40,43,3,,2,4,2,4,1,1,0,3,1,1,100000000.00,1,7587128.00,31,45174.00,113,8262.00,2012,1276.00,2664,1000.00,24631,400.00,30305,400.00
104000102,2015-12-04,16,21,34,37,41,47,29,"37,41",2,4,4,2,0,1,1,2,2,0,0.00,0,0.00,25,70300.00,45,26037.00,1368,2355.00,1780,1000.00,19012,400.00,24427,400.00
104000101,2015-12-01,6,13,15,19,37,41,22,41,4,2,5,1,1,3,0,1,1,0,0.00,0,0.00,31,49095.00,82,12373.00,1594,1750.00,2067,1000.00,21159,400.00,26867,400.00
104000100,2015-11-27,4,5,23,25,40,41,11,,3,3,4,2,2,0,2,1,1,0,0.00,0,0.00,23,60193.00,78,11832.00,1456,1743.00,2269,1000.00,23421,400.00,27684,400.00
104000099,2015-11-24,1,9,13,28,29,48,45,9,3,3,4,2,2,1,2,0,1,2,50000000.00,0,0.00,29,52509.00,75,13535.00,1504,1856.00,1946,1000.00,19449,400.00,29467,400.00
104000098,2015-11-20,4,9,10,39,40,42,8,,3,3,2,4,3,0,0,2,1,0,0.00,1,1299182.00,51,25474.00,109,7946.00,1993,1195.00,2404,1000.00,24827,400.00,30423,400.00
104000097,2015-11-17,2,7,26,31,44,47,36,31,2,4,3,3,2,0,1,1,2,0,0.00,1,1628080.00,31,52518.00,72,15074.00,1377,2167.00,1939,1000.00,20580,400.00,26559,400.00
104000096,2015-11-13,1,11,16,18,31,33,19,11,4,2,4,2,1,3,0,2,0,1,225781061.00,1,3563150.00,39,48846.00,99,12828.00,2019,1729.00,2656,1000.00,27259,400.00,37126,400.00
104000095,2015-11-10,7,10,11,27,28,45,21,"27,45",3,3,4,2,2,1,2,0,1,0,0.00,0,0.00,57,29090.00,126,8773.00,2345,1296.00,3015,1000.00,26894,400.00,39169,400.00
104000094,2015-11-06,8,24,27,30,45,49,42,"8,45",2,4,3,3,1,0,3,0,2,0,0.00,1,3625632.00,21,94604.00,80,16555.00,1766,2062.00,2154,1000.00,23568,400.00,31291,400.00
104000093,2015-11-03,8,16,22,28,45,48,13,8,3,3,1,5,1,1,2,0,2,0,0.00,0,0.00,29,56515.00,75,14568.00,1642,1829.00,2296,1000.00,24135,400.00,30668,400.00
104000092,2015-10-30,3,6,8,15,20,30,40,8,5,1,2,4,3,2,1,0,0,0,0.00,1,3095867.00,66,22885.00,131,7686.00,2594,1067.00,2603,1000.00,22782,400.00,38550,400.00
104000091,2015-10-27,7,8,10,17,34,36,43,,4,2,2,4,3,1,0,2,0,0,0.00,0,0.00,27,58720.00,82,12889.00,1938,1499.00,2166,1000.00,20333,400.00,34558,400.00
104000090,2015-10-23,1,16,41,43,46,47,25,,2,4,4,2,1,1,0,0,4,0,0.00,2,873079.00,26,67159.00,71,16395.00,1528,2095.00,1889,1000.00,19718,400.00,25874,400.00
104000089,2015-10-20,12,17,32,37,38,39,27,,2,4,3,3,0,2,0,4,0,0,0.00,2,3263267.00,43,35499.00,93,10942.00,1600,1749.00,2710,1000.00,24038,400.00,29099,400.00
104000088,2015-10-16,20,25,29,31,40,44,21,"29,31,44",1,5,3,3,0,1,2,2,1,0,0.00,0,0.00,18,102319.00,60,20463.00,1431,2359.00,1831,1000.00,20011,400.00,27437,400.00
104000087,2015-10-13,24,29,31,32,44,49,39,,1,5,3,3,0,0,2,2,2,0,0.00,0,0.00,33,51855.00,74,15416.00,1661,1888.00,1863,1000.00,20310,400.00,26456,400.00
104000086,2015-10-09,2,8,22,27,35,43,24,8,3,3,3,3,2,0,2,1,1,0,0.00,0,0.00,32,45221.00,77,12528.00,1522,1743.00,2033,1000.00,21218,400.00,28282,400.00
104000085,2015-10-06,3,8,10,28,38,47,13,,3,3,2,4,3,0,1,1,1,1,100000000.00,1,1454979.00,32,45468.00,96,10104.00,1964,1358.00,2518,1000.00,23829,400.00,33176,400.00
104000084,2015-10-02,11,15,36,41,44,45,35,44,2,4,4,2,0,2,0,1,3,0,0.00,1,3602300.00,45,38319.00,81,14192.00,1621,1950.00,2188,1000.00,21204,400.00,29456,400.00
104000083,2015-09-29,1,3,25,31,35,44,15,25,2,4,5,1,2,0,1,2,1,1,100000000.00,0,0.00,32,108685.00,97,22906.00,1572,7190.00,2510,2000.00,25995,400.00,31501,400.00
104000082,2015-09-25,9,13,21,25,38,39,2,39,3,3,5,1,1,1,2,2,0,3,138115453.00,2,1655594.00,88,85354.00,186,21151.00,3944,6446.00,4684,2000.00,45882,400.00,65161,400.00
104000081,2015-09-22,6,10,39,44,46,47,30,6,2,4,2,4,2,0,0,1,3,0,0.00,4,725408.00,58,50028.00,105,18423.00,2179,2441.00,2898,1000.00,32053,400.00,41717,400.00
104000080,2015-09-18,6,16,17,36,37,41,28,,3,3,3,3,1,2,0,2,1,0,0.00,1,4416301.00,42,48742.00,120,11373.00,2099,1788.00,3128,1000.00,31879,400.00,38639,400.00
104000079,2015-09-15,2,13,30,31,34,44,39,44,2,4,2,4,1,1,1,2,1,0,0.00,0,0.00,34,69679.00,93,16982.00,1912,2271.00,2719,1000.00,28950,400.00,36157,400.00
104000078,2015-09-11,5,10,18,29,41,44,30,,3,3,3,3,2,1,1,0,2,0,0.00,1,2007380.00,32,62730.00,120,11152.00,2228,1651.00,3085,1000.00,30831,400.00,39562,400.00
104000077,2015-09-08,8,28,31,32,36,43,9,,1,5,2,4,1,0,1,3,1,0,0.00,2,870322.00,66,26373.00,104,11157.00,2509,1271.00,2846,1000.00,29535,400.00,39868,400.00
104000076,2015-09-04,19,20,44,46,47,49,9,"19,20",2,4,3,3,0,2,0,0,4,0,0.00,1,2100243.00,28,75008.00,83,16869.00,1732,2223.00,2196,1000.00,23252,400.00,27983,400.00
104000075,2015-09-01,9,18,19,20,40,48,3,40,4,2,2,4,1,3,0,1,1,0,0.00,2,3230417.00,30,53775.00,67,16052.00,1528,1935.00,2282,1000.00,23676,400.00,28877,400.00
104000074,2015-08-28,8,11,12,15,40,46,16,15,4,2,2,4,1,3,0,1,1,0,0.00,0,0.00,10,142714.00,72,13214.00,1611,1624.00,2178,1000.00,22156,400.00,30185,400.00
104000073,2015-08-25,13,15,22,26,45,47,49,15,3,3,4,2,0,2,2,0,2,0,0.00,0,0.00,18,98241.00,63,18712.00,1384,2342.00,1684,1000.00,18412,400.00,26580,400.00
104000072,2015-08-21,10,15,20,21,27,36,45,20,4,2,3,3,1,2,2,1,0,0,0.00,0,0.00,44,37546.00,64,17208.00,1975,1533.00,2141,1000.00,20587,400.00,33532,400.00
104000071,2015-08-18,8,20,29,30,42,49,21,42,2,4,2,4,1,1,2,0,2,0,0.00,1,1592659.00,32,49770.00,74,14348.00,1603,1821.00,2028,1000.00,21203,400.00,27744,400.00
104000070,2015-08-14,5,13,14,23,24,42,35,,5,1,3,3,1,2,2,0,1,0,0.00,4,761837.00,28,53778.00,88,11407.00,1892,1459.00,2139,1000.00,21217,400.00,32142,400.00
104000069,2015-08-11,1,2,35,43,45,46,14,,2,4,4,2,2,0,0,1,3,1,100000000.00,0,0.00,38,40567.00,81,12687.00,1813,1558.00,2434,1000.00,22117,400.00,28897,400.00
104000068,2015-08-07,25,26,27,28,36,37,38,,0,6,3,3,0,0,4,2,0,0,0.00,7,434330.00,55,28524.00,134,7805.00,2075,1386.00,2503,1000.00,21340,400.00,32311,400.00
104000067,2015-08-04,3,12,17,19,38,48,43,,4,2,3,3,1,3,0,1,1,0,0.00,0,0.00,35,42042.00,71,13816.00,1790,1507.00,2285,1000.00,21342,400.00,31902,400.00
104000066,2015-07-31,13,16,18,30,32,40,29,32,3,3,1,5,0,3,1,2,0,1,312162640.00,1,4808025.00,37,69460.00,89,19251.00,2140,2201.00,3016,1000.00,32778,400.00,39463,400.00
104000065,2015-07-28,6,15,27,32,44,49,16,,2,4,3,3,1,1,1,1,2,0,0.00,0,0.00,45,49733.00,92,16217.00,2287,1794.00,2705,1000.00,27576,400.00,39877,400.00
104000064,2015-07-24,10,12,25,33,39,42,29,39,2,4,3,3,1,1,1,2,1,0,0.00,1,2142925.00,42,51022.00,100,14286.00,2102,1869.00,2899,1000.00,29720,400.00,38136,400.00
104000063,2015-07-21,8,9,16,39,40,44,28,40,3,3,2,4,2,1,0,2,1,0,0.00,1,1862787.00,53,35146.00,126,9856.00,2469,1383.00,3301,1000.00,31540,400.00,39411,400.00
104000062,2015-07-17,4,7,20,27,33,40,38,,3,3,3,3,2,1,1,2,0,0,0.00,1,1880523.00,48,39177.00,107,11716.00,2138,1612.00,2771,1000.00,27983,400.00,37887,400.00
104000061,2015-07-14,10,12,14,19,30,45,41,,4,2,2,4,1,3,1,0,1,0,0.00,1,1878087.00,34,55237.00,81,15457.00,1970,1747.00,2298,1000.00,23338,400.00,35610,400.00
104000060,2015-07-10,5,6,13,26,29,47,33,,3,3,4,2,2,1,2,0,1,0,0.00,1,1607249.00,33,48704.00,84,12755.00,1856,1587.00,2116,1000.00,20827,400.00,32437,400.00
104000059,2015-07-07,1,14,27,33,42,46,41,46,2,4,3,3,1,1,1,1,2,0,0.00,1,15388309.00,32,58362.00,75,16600.00,1702,2011.00,1951,1000.00,20003,400.00,29929,400.00
104000058,2015-07-03,21,23,28,29,41,46,24,46,2,4,4,2,0,0,4,0,2,0,0.00,0,0.00,31,59543.00,86,14308.00,1538,2200.00,1954,1000.00,21327,400.00,28147,400.00
104000057,2015-06-30,18,19,32,35,46,48,47,,2,4,2,4,0,2,0,2,2,0,0.00,0,0.00,28,64221.00,69,17373.00,1492,2209.00,1943,1000.00,20390,400.00,26890,400.00
104000056,2015-06-26,5,6,12,28,29,41,7,,3,3,3,3,2,1,2,0,1,0,0.00,0,0.00,42,33978.00,129,7375.00,2215,1181.00,3282,1000.00,30069,400.00,38313,400.00
104000055,2015-06-23,2,13,33,35,43,45,5,,2,4,5,1,1,1,0,2,2,0,0.00,0,0.00,31,57104.00,79,14938.00,1649,1968.00,2174,1000.00,23594,400.00,29989,400.00
104000054,2015-06-19,3,5,11,18,25,38,15,"3,25",4,2,4,2,2,2,1,1,0,0,0.00,0,0.00,83,83357.00,197,19369.00,4073,6246.00,5607,2000.00,52240,400.00,66870,400.00
104000053,2015-06-16,3,4,25,35,41,45,7,,2,4,5,1,2,0,1,1,2,1,190720037.00,0,0.00,45,51398.00,104,14826.00,2206,1922.00,3626,1000.00,34630,400.00,40410,400.00
104000052,2015-06-12,8,19,22,24,26,28,18,,4,2,1,5,1,1,4,0,0,0,0.00,0,0.00,47,33995.00,92,11578.00,2025,1446.00,2565,1000.00,25710,400.00,34499,400.00
104000051,2015-06-09,3,20,27,34,37,44,12,,2,4,3,3,1,1,1,2,1,0,0.00,2,5392632.00,35,49295.00,84,13693.00,1476,2143.00,2521,1000.00,26627,400.00,28322,400.00
104000050,2015-06-05,8,21,32,35,41,48,34,,2,4,3,3,1,0,1,2,2,0,0.00,0,0.00,16,113775.00,79,15362.00,1718,1942.00,2048,1000.00,20467,400.00,31351,400.00
104000049,2015-06-02,1,7,19,20,46,47,13,,4,2,4,2,2,2,0,0,2,1,491586006.00,0,0.00,70,54513.00,169,15053.00,3550,1970.00,4887,1000.00,50741,400.00,66715,400.00
104000048,2015-05-29,2,5,11,28,32,34,24,"2,11",3,3,2,4,2,1,1,2,0,0,0.00,0,0.00,67,51098.00,165,13832.00,3744,1676.00,4908,1000.00,48868,400.00,67249,400.00
104000047,2015-05-26,2,10,11,20,26,45,30,,4,2,2,4,2,2,1,0,1,0,0.00,3,877794.00,88,29924.00,201,8734.00,3863,1249.00,5422,1000.00,46620,400.00,61863,400.00
104000046,2015-05-22,3,21,23,28,37,43,5,,3,3,5,1,1,0,3,1,1,0,0.00,1,2340773.00,34,68846.00,143,10912.00,2645,1622.00,4413,1000.00,42554,400.00,49864,400.00
104000045,2015-05-19,15,16,29,39,42,46,14,29,2,4,3,3,0,2,1,1,2,0,0.00,1,7767886.00,48,61297.00,97,20221.00,2347,2298.00,3188,1000.00,34748,400.00,44790,400.00
104000044,2015-05-15,3,6,18,27,29,32,40,29,3,3,3,3,2,1,2,1,0,0,0.00,0,0.00,57,43544.00,149,11105.00,3134,1451.00,3677,1000.00,34609,400.00,53874,400.00
104000043,2015-05-12,1,13,23,29,31,33,17,,3,3,6,0,1,1,2,2,0,0,0.00,0,0.00,59,39721.00,132,11836.00,2728,1574.00,3551,1000.00,35122,400.00,46719,400.00
104000042,2015-05-08,2,10,15,28,44,49,39,"28,44,49",3,3,2,4,2,1,1,0,2,0,0.00,1,2437666.00,33,73868.00,101,16090.00,2090,2138.00,2625,1000.00,27912,400.00,37585,400.00
104000041,2015-05-05,8,28,41,42,44,49,30,"8,49",1,5,2,4,1,0,1,0,4,0,0.00,2,1182889.00,31,76315.00,74,21313.00,1707,2540.00,2267,1000.00,24713,400.00,31625,400.00
104000040,2015-05-01,8,15,25,29,47,49,9,,2,4,5,1,1,1,2,0,2,0,0.00,1,1860914.00,36,51692.00,93,13339.00,1920,1776.00,3015,1000.00,31469,400.00,35739,400.00
104000039,2015-04-28,3,5,12,26,36,44,23,,3,3,2,4,2,1,1,1,1,0,0.00,2,2149375.00,42,42986.00,130,9258.00,2328,1421.00,3264,1000.00,32444,400.00,40718,400.00
104000038,2015-04-24,13,25,31,35,41,46,49,,1,5,5,1,0,1,1,2,2,0,0.00,0,0.00,54,46172.00,106,15681.00,2196,2081.00,2655,1000.00,27141,400.00,40416,400.00
104000037,2015-04-21,1,3,11,22,29,33,30,33,4,2,5,1,2,1,2,1,0,0,0.00,1,1803113.00,67,26912.00,145,8290.00,2944,1122.00,3251,1000.00,29405,400.00,42778,400.00
104000036,2015-04-17,26,32,33,36,45,47,39,,0,6,3,3,0,0,1,3,2,0,0.00,1,2032523.00,30,67750.00,102,13284.00,1836,2029.00,2777,1000.00,26840,400.00,33601,400.00
104000035,2015-04-14,1,22,23,38,48,49,11,,3,3,3,3,1,0,2,1,2,0,0.00,1,1875549.00,75,25007.00,101,12379.00,2393,1436.00,2765,1000.00,27123,400.00,37071,400.00
104000034,2015-04-10,10,11,17,20,42,44,13,"11,17",4,2,2,4,1,3,0,0,2,0,0.00,2,3842108.00,30,65690.00,76,17286.00,1833,1971.00,2269,1000.00,23484,400.00,33084,400.00
104000033,2015-04-07,11,17,19,33,45,47,4,,3,3,6,0,0,3,0,1,2,0,0.00,0,0.00,33,53871.00,99,11971.00,1724,1890.00,2506,1000.00,25393,400.00,31631,400.00
104000032,2015-04-03,13,32,36,40,42,43,41,"13,32,43",1,5,2,4,0,1,0,3,2,1,100000000.00,0,0.00,32,62254.00,81,16396.00,1529,2388.00,2212,1000.00,20321,400.00,27560,400.00
104000031,2015-03-31,2,4,13,25,32,43,15,13,3,3,3,3,2,1,1,1,1,0,0.00,0,0.00,37,52530.00,86,15066.00,1837,1939.00,2387,1000.00,24023,400.00,33147,400.00
104000030,2015-03-27,12,13,15,18,24,36,39,24,5,1,2,4,0,4,1,1,0,0,0.00,1,1818437.00,62,29329.00,126,9621.00,2288,1457.00,2723,1000.00,26100,400.00,37048,400.00
104000029,2015-03-24,3,4,6,9,17,24,28,"4,9",6,0,3,3,4,1,1,0,0,1,459610909.00,7,423122.00,117,25315.00,269,7340.00,4923,1103.00,6315,1000.00,57951,400.00,76333,400.00
