,race_date,race_no,horse_no,horse_name,rtg,jockey,horse_wt,rider_wt,act_wt,trainer,bar,finish,finish_time
964,20240204,6,5,RS DIAGO,40,J DE SOUZA,536,57.5,-,NM SELVAN,4,3,---
965,20240204,6,12,YULONG DREAM,20,AM AIZAT c1,444,52,-,K COETZEE,5,4,---
966,20240204,6,11,YOU ARE SPECIAL,22,J CHUAH c1,441,52,-,PK LEONG,8,5,---
967,20240204,6,4,MULTIBLUE SHARK,41,N SHAHRONNIZAM* c4,528,58,-,S COOK,10,6,---
968,20240204,6,1,MAGIC KID,43,P HARIS* c3,514,59,-,R LINES,1,7,---
969,20240204,6,6,STYLE OF DRAGON,38,KP LIM c3,492,56.5,-,SY LIM,11,8,---
970,20240204,6,7,PROVE IT,36,S RUZAINI,484,55.5,-,EP TAN,7,9,---
971,20240204,7,4,REMO MAMA,38,S SHAZMIN* c3,485,56.5,-,WC LIM,8,1,1.26.87
972,20240204,7,8,MGR ROCKET,28,J DE SOUZA,494,52,-,NM SELVAN,6,2,---
973,20240204,7,11,COUNTRY LAW,20,AM AIZAT c1,493,52,-,S COOK,9,3,---
974,20240204,7,9,ULURU,28,SN SHIVA* c3,415,52,-,K COETZEE,5,4,---
975,20240204,7,3,LANKARAN,39,KP LIM c3,470,57,-,S HAMILTON,2,5,---
976,20240204,7,1,KING RAVANA,43,AK LIM,484,59,-,P LEE,10,6,---
977,20240204,7,2,ZEUS PEGASUS,42,A AZIZI* c3,530,58.5,-,K ANANTHEN,3,7,---
978,20240204,7,7,VAIN TYCOON,30,S RUZAINI,552,52.5,-,HY CHENG,1,8,---
979,20240204,7,12,WINNING SMILE,20,S HAFIS c1,463,52,-,K COETZEE,4,9,---
980,20240204,7,10,POWER EXPRESS,22,J CHUAH c1,487,52,-,K COETZEE,7,10,---
981,20240204,8,4,HARVEYWALLBANGER,40,KP LIM c3,461,57.5,-,R LINES,4,1,1.14.21
982,20240204,8,12,ROCK ME EASY,34,L DE SOUZA,535,54.5,-,P LEE,10,2,---
983,20240204,8,11,STORM TO WIN,36,S RUZAINI,466,55.5,-,T ASOGAN,12,3,---
984,20240204,8,8,CHINO DINERO,38,AK LIM,517,56.5,-,WC LIM,6,4,---
985,20240204,8,9,BARBARIAN,37,J DE SOUZA,457,56,-,NM SELVAN,1,5,---
986,20240204,8,6,BANGKOK BOY,39,J CHUAH c1,531,57,-,SHANMUGAM,8,6,---
987,20240204,8,5,KRATOS,40,P HARIS* c3,510,57.5,-,K COETZEE,9,7,---
988,20240204,8,1,KNIGHT LOVE,43,S HAFIS c1,458,59,-,KF WONG,7,8,---
989,20240204,8,2,HUNTER PEGASUS,41,A AZIZI* c3,423,58,-,K ANANTHEN,5,9,---
990,20240204,8,10,SORBETA,36,S SHAZMIN* c3,495,55.5,-,R LINES,2,10,---
991,20240204,8,7,STARDICE,39,AM AIZAT c1,519,57,-,S HAMILTON,11,11,---
992,20240204,9,6,SECRET AGENT,29,P HARIS* c3,512,56,-,KF WONG,6,1,1.13.89
993,20240204,9,3,FLYING SPIDER,30,N SHAHRONNIZAM* c4,393,56.5,-,P LEE,9,2,---
994,20240204,9,8,KIPEH,26,AK LIM,412,54.5,-,PK LEONG,10,3,---
995,20240204,9,4,LISBOA STAR,30,L DE SOUZA,462,56.5,-,R LINES,3,4,---
996,20240204,9,10,D'GREAT STRIKE,20,SN SHIVA* c3,502,52,-,EP TAN,4,5,---
997,20240204,9,2,MASTER JIANGMEN,31,S RUZAINI,490,57,-,T ASOGAN,5,6,---
998,20240204,9,9,AUSSIE EAGLE,21,KP LIM c3,448,52,-,S SIVA,8,7,---
999,20240204,9,7,SHE'S FLYING,29,A AZIZI* c3,484,56,-,NM SELVAN,7,8,---
1000,20240204,9,5,CHERISH,29,S HAFIS c1,461,56,-,SHANMUGAM,1,9,---
1001,20240204,10,3,USA CAPTAIN,27,SN SHIVA* c3,500,56.5,-,K COETZEE,7,1,1.14.61
1002,20240204,10,9,PURE PERFECTION,20,AK LIM,478,53,-,WC LIM,6,2,---
1003,20240204,10,12,ZAZU,20,L DE SOUZA,427,53,-,L MOY,2,3,---
1004,20240204,10,7,AYAAN,20,J DE SOUZA,502,53,-,K ANANTHEN,10,4,---
1005,20240204,10,13,SPEEDY SWALLOW,27,AM AIZAT c1,496,56.5,-,P LEE,8,5,---
1006,20240204,10,6,WINTERFELL,22,S RUZAINI,440,54,-,R LINES,4,6,---
1007,20240204,10,8,NATUREISSPEAKING,20,N SHAHRONNIZAM* c4,531,53,-,P LEE,1,7,---
1008,20240204,10,5,JAPAN CAPTAIN,22,P HARIS* c3,466,54,-,K COETZEE,3,8,---
1009,20240204,10,2,ASIAN JET,30,S SALEE,479,58,-,SHANMUGAM,11,9,---
1010,20240204,10,11,SO BEAUTIFUL,20,KP LIM c3,465,53,-,S SIVA,9,10,---
1011,20240204,10,4,DIAMOND SET,23,S HAFIS c1,496,54.5,-,PK LEONG,5,11,---
1012,20240128,1,10,LEGACY FIGHTER,20,S RUZAINI,470,52.0,53.7,K ANANTHEN,8,1,1:18.63
1013,20240128,1,6,MAGIC PLAYER,22,SU LIM,453,52.5,53.9,HY CHENG,6,2,1:18.70
1014,20240128,1,9,ISLE OF SKY,20,AK LIM,457,52.0,53.7,WC LIM,7,3,1:18.80
1015,20240128,1,3,MAINSTREAM,30,S HAFIS c1,461,56.5,55.6,C LECK,10,4,1:18.82
1016,20240128,1,4,HEX MARK,29,R NUQMAN* c1,488,56.0,55.2,HY CHENG,9,5,1:19.16
1017,20240128,1,7,BOSSKU,21,A SURIYA c2,480,52.0,51.5,HY CHENG,4,6,1:19.34
1018,20240128,1,8,HAPPY LUCKY STAR,20,S SHAZMIN* c3,510,52.0,50.8,EP TAN,5,7,1:19.37
1019,20240128,1,1,TRAFALGAR,35,S ZULFIKRI c2,462,59.0,57.2,R LINES,3,8,1:19.40
1020,20240128,1,2,BRING IT WIN,33,M EKDIHAR* c3,476,58.0,55.1,K ANANTHEN,2,9,1:19.71
1021,20240128,1,5,META SPRING,23,J DANIEL c1,482,53.0,53.4,F MAYNARD,1,10,1:20.12
1022,20240128,2,3,STEEL CUTTER,40,M EKDIHAR* c3,516,57.5,54.6,M SUKRI,2,1,1:17.59
1023,20240128,2,4,ANDADO,39,SU LIM,419,57.0,57,SY LIM,7,2,1:17.72
1024,20240128,2,8,UPTOWN GIRL,39,A AZIZI* c3,448,57.0,54,NM SELVAN,1,3,1:17.80
1025,20240128,2,2,THE SAINT,43,KC THAM c1,461,59.0,58.1,AB ABDULLAH,10,4,1:17.82
1026,20240128,2,5,BRANDENBURG,39,L DE SOUZA,445,57.0,57.1,S HAMILTON,9,5,1:18.20
1027,20240128,2,10,HAZARD,37,AK LIM,455,56.0,56,WC LIM,8,6,1:18.29
1028,20240128,2,6,FANTASTIC,39,A SURIYA c2,526,57.0,55.2,C LECK,6,7,1:18.45
1029,20240128,2,9,GOLDEN CUP,38,S RUZAINI,450,56.5,56.5,HY CHENG,3,8,1:18.72
1030,20240128,2,7,MAGIC HERO,39,WW CHEAH c2,433,57.0,55,R LINES,5,9,1:19.78
1031,20240128,2,1,PACIFIC GLORY,43,R NUQMAN* c1,513,59.0,58.1,KC TIANG,4,10,1:20.28
1032,20240128,3,2,D'GREAT TIMING,52,S ZULFIKRI c2,498,58.5,56.5,R LINES,9,1,1:17.51
1033,20240128,3,7,ELITE SAINT,45,J DANIEL c1,456,55.0,54.3,I ISMADI,5,2,1:17.72
1034,20240128,3,6,CAVALLA COURT,47,A AZIZI* c3,454,56.0,53.3,NM SELVAN,8,3,1:17.76
1035,20240128,3,3,CH FORTUNE,51,PH SEOW* c2,456,58.0,56.1,KC TIANG,6,4,1:18.18
1036,20240128,3,9,ELUSIVE EMPEROR,44,M EKDIHAR* c3,539,54.5,52.7,S HAMILTON,7,5,1:18.19
1037,20240128,3,4,SHANGHAI CAPTAIN,48,WW CHEAH c2,486,56.5,54.6,R LINES,2,6,1:18.20
1038,20240128,3,5,AIR BOSS,47,AK LIM,500,56.0,56.3,WC LIM,1,7,1:18.30
1039,20240128,3,8,MAGIC KID,45,S HAFIS c1,510,55.0,54.3,R LINES,4,8,1:18.32
1040,20240128,3,10,HARVEST,44,S SHAZMIN* c3,455,54.5,51.5,R LINES,10,9,1:18.38
1041,20240128,3,1,HAPPY BIRTHDAY,53,S RUZAINI,473,59.0,59.1,HY CHENG,3,10,1:19.52
1042,20240128,4,5,VALERIE PEGASUS,53,J DE SOUZA,427,56.5,56.5,NM SELVAN,9,1,1:17.05
1043,20240128,4,6,CONGAREE,52,AK LIM,510,56.0,56.1,L MOY,5,2,1:17.15
1044,20240128,4,8,TAUBOSS,48,S RUZAINI,495,54.0,54.2,SY LIM,3,3,1:17.19
1045,20240128,4,3,GOLDEN BLISS,57,R NUQMAN* c1,486,58.5,57.7,KC TIANG,2,4,1:17.51
1046,20240128,4,7,MYSTERIOUS CAPTAIN,52,M EKDIHAR* c3,485,56.0,53.3,R LINES,8,5,1:17.52
1047,20240128,4,2,INHERIT,58,SU LIM,524,59.0,59,HY CHENG,6,6,1:17.75
1048,20240128,4,4,MAGIC THE ZHU,57,WW CHEAH c2,501,58.5,56.5,R LINES,7,7,1:18.11
1049,20240128,4,10,SHINE SHINE,46,S SHAZMIN* c3,487,53.0,50.8,R LINES,4,8,1:18.25
1050,20240128,4,1,GOLDEN PEAK,58,KC THAM c1,496,59.0,58,AB ABDULLAH,1,9,1:19.05
1051,20240128,5,2,D'GREAT MAGIC,38,S SHAZMIN* c3,441,57.0,54.3,EP TAN,6,1,1:53.76
1052,20240128,5,1,MAESTRO,42,R NUQMAN* c1,486,59.0,58.2,HY CHENG,2,2,1:53.90
1053,20240128,5,6,MIGHT IS RIGHT,27,KC THAM c1,510,52.0,53.8,AB ABDULLAH,3,3,1:54.73
1054,20240128,5,4,SUPREME JUSTICE,33,SU LIM,494,54.5,54.5,P LEE,5,4,1:54.95
1055,20240128,5,3,D'GREAT SWIFT,37,S ZULFIKRI c2,428,56.5,55.5,R LINES,4,5,1:55.04
1056,20240128,5,5,MY GOODNESS,31,PH SEOW* c2,528,53.5,51.6,C LECK,8,6,1:55.19
1057,20240128,5,8,SUPER ATAS,23,AK LIM,428,52.0,53.6,WC LIM,1,7,1:55.49
1058,20240128,5,7,BLACK TAIPAN,25,S RUZAINI,440,52.0,53.7,HY CHENG,7,8,1:55.68
1059,20240128,6,1,DRAGON CAVALLO,55,R NUQMAN* c1,445,59.0,58,HY CHENG,6,1,1:10.09
1060,20240128,6,4,SIMLONG BEACH,52,SU LIM,476,57.5,57.7,S HAMILTON,3,2,1:10.75
1061,20240128,6,5,NORDIC GEM,48,SN SHIVA* c3,451,55.5,52.6,S HAMILTON,10,3,1:10.84
1062,20240128,6,3,POLO BOY,52,S ZULFIKRI c2,485,57.5,55.5,S SIVA,2,4,1:10.95
1063,20240128,6,7,CAORUNN,45,WW CHEAH c2,519,54.0,53.3,S HAMILTON,4,5,1:11.07
1064,20240128,6,8,NINGALOO,44,AK LIM,477,53.5,53.5,WC LIM,1,6,1:11.37
1065,20240128,6,9,TAKREEM,44,KC THAM c1,493,53.5,53.8,AB ABDULLAH,9,7,1:11.39
1066,20240128,6,2,MYO,54,L DE SOUZA,492,58.5,58.6,R LINES,5,8,1:11.39
1067,20240128,6,6,STRAP MARKS,48,S SHAZMIN* c3,496,55.5,52.6,R LINES,8,9,1:11.44
1068,20240128,6,10,TRINITY GRACE,44,M EKDIHAR* c3,493,53.5,52.6,SY LIM,7,10,1:13.50
1069,20240128,7,10,VILLAGE WARRIOR,52,KC THAM c1,472,54.5,55.7,I ISMADI,8,1,1:09.89
1070,20240128,7,2,WATCH OUT BOSS,60,I FIKRI* c3,584,58.5,55.6,L MOY,7,2,1:10.13
1071,20240128,7,5,OLYMPIA,58,PH SEOW* c2,446,57.5,55.6,S DUNDERDALE,5,3,1:10.63
1072,20240128,7,6,NO REGRETS,57,SN SHIVA* c3,499,57.0,54.4,S HAMILTON,2,4,1:10.83
1073,20240128,7,9,TRUDY,52,M EKDIHAR* c3,475,54.5,52.5,S HAMILTON,6,5,1:10.84
1074,20240128,7,7,STAR TALENT,54,WW CHEAH c2,465,55.5,54.5,R LINES,10,6,1:11.07
1075,20240128,7,3,SYMBOL OF COURAGE,59,L DE SOUZA,519,58.0,58.1,R LINES,1,7,1:11.25
1076,20240128,7,1,SKYFALL,61,A SURIYA c2,489,59.0,57,AB ABDULLAH,4,8,1:11.66
1077,20240128,7,8,CROWN GIFT,53,SU LIM,493,55.0,55.1,WC LIM,3,9,1:11.74
1078,20240128,7,4,DOCTOR GINGER,58,J DE SOUZA,479,57.5,57.7,SY LIM,9,10,1:12.77
1079,20240128,8,10,LIM'S DENALI,58,PH SEOW* c2,466,52.0,50.3,L MOY,9,1,1:02.78
1080,20240128,8,6,TORNADO PEGASUS,62,A AZIZI* c3,484,53.5,52.7,NM SELVAN,8,2,1:03.25
1081,20240128,8,7,WECANDO,62,S HAFIS c1,495,53.5,52.5,F MAYNARD,7,3,1:03.51
1082,20240128,8,1,DABBLE,73,SU LIM,526,59.0,59.1,S HAMILTON,4,4,1:03.59
1083,20240128,8,9,LIM'S BETTERREADY,61,J DANIEL c1,432,53.0,53.4,L MOY,6,5,1:03.72
1084,20240128,8,5,FA FA STAR,63,T AMMAR* c3,503,54.0,52.3,S DUNDERDALE,10,6,1:03.90
1085,20240128,8,2,MAGIC CAPTAIN,73,M EKDIHAR* c3,520,59.0,56.1,R LINES,1,7,1:04.12
1086,20240128,8,8,ZANJABEEL,62,KC THAM c1,535,53.5,53.9,AB ABDULLAH,5,8,1:04.62
1087,20240128,8,3,MOONGATE LIGHT,70,M SEELAN* c4,483,57.5,53.7,R LINES,3,9,1:04.63
1088,20240128,8,4,SURE WILL DO,65,WW CHEAH c2,511,55.0,53,R LINES,2,10,1:08.23
1089,20240128,9,5,IRON SAMURAI,40,M EKDIHAR* c3,437,57.5,54.5,SY LIM,2,1,1:04.11
1090,20240128,9,3,WINNER POWER,42,A AZIZI* c3,472,58.5,55.5,NM SELVAN,9,2,1:04.22
1091,20240128,9,11,BIG BAD MAMA,36,SU LIM,436,55.5,55.6,MW TEH,7,3,1:04.53
1092,20240128,9,10,SIVAJI ROCKET,37,M LUKMAN* c3,480,56.0,53.2,WC LIM,10,4,1:04.85
1093,20240128,9,2,SILENT PRINCE,39,PH SEOW* c2,459,58.5,56.6,C LECK,6,5,1:04.99
1094,20240128,9,6,BINELZAAM,39,KC THAM c1,474,57.0,56,AB ABDULLAH,3,6,1:05.16
1095,20240128,9,9,PIT BULL,38,S RUZAINI,604,56.5,56.5,K ANANTHEN,4,7,1:05.28
1096,20240128,9,1,KING POWER,43,AK LIM,437,59.0,59.2,W LOOI,8,8,1:05.69
1097,20240128,9,12,MADE IN CHINA,32,J DANIEL c1,487,53.5,53.7,R LINES,1,9,1:05.77
1098,20240128,9,4,ZILFIKAR,42,L DE SOUZA,492,58.5,58.6,S HAMILTON,5,10,1:06.19
1099,20240128,10,4,ROYAL FLUSH,30,PH SEOW* c2,466,56.5,54.5,HY CHENG,10,1,1:04.22
1100,20240128,10,3,LUKE MAN,30,M EKDIHAR* c3,521,56.5,53.6,S HAMILTON,3,2,1:04.32
1101,20240128,10,8,GOOD WARRIOR,25,A SURIYA c2,489,54.0,52.3,SY LIM,8,3,1:04.46
1102,20240128,10,2,MATILDA,33,R NUQMAN* c1,481,58.0,57.1,K ANANTHEN,9,4,1:04.55
1103,20240128,10,10,PROVOCATEUR,21,SU LIM,504,52.0,53.7,S DEVA RAJ,5,5,1:04.66
1104,20240128,10,1,LUCKY THIRTYNINE,35,S HAFIS c1,448,59.0,58.3,F MAYNARD,6,6,1:05.22
1105,20240128,10,5,GENERATION M,29,L DE SOUZA,499,56.0,56.3,R LINES,2,7,1:05.48
1106,20240128,10,9,SMALL CHILLI,25,M LUKMAN* c3,424,54.0,52.1,WC LIM,1,8,1:05.48
1107,20240128,10,6,HORSE KING,27,SN SHIVA* c3,482,55.0,52,M SUKRI,7,9,1:05.75
1108,20240128,10,7,NATE'S HONOUR,27,S ZULFIKRI c2,460,55.0,54.8,S SIVA,4,10,1:06.20
1109,20240127,1,7,PENANG MAN,20,N SHAHRONNIZAM* c4,418,52,-,B NG,2,1,1.26.28
1110,20240127,1,5,PENANG GENERAL,22,S RUZAINI,443,52.5,-,B NG,3,2,---
1111,20240127,1,2,MYSTICAL STAR,28,AM AIZAT c1,502,55.5,-,B NG,7,3,---
1112,20240127,1,4,MERRY BELL,22,J DANIEL c1,500,52.5,-,B NG,4,4,---
1113,20240127,1,3,LEEDSTHEWAY,24,R NUQMAN* c1,466,53.5,-,P ARUMUGAM,1,5,---
1114,20240127,1,6,POWER EXPRESS,22,SN SHIVA* c3,486,52.5,-,K COETZEE,5,6,---
1115,20240127,1,1,SUNNY STAR,35,P HARIS* c3,517,59,-,B NG,6,7,---
1116,20240127,2,4,FLYING SPIDER,24,R NARENDRAN c4,397,52,-,P LEE,3,1,1.11.80
1117,20240127,2,1,YES BOSSY,41,S RUZAINI,471,59,-,K COETZEE,6,2,---
1118,20240127,2,3,BIG POWER,29,N SHAHRONNIZAM* c4,474,53,-,B NG,1,3,---
1119,20240127,2,2,SUNNY FIGHTER,35,J DANIEL c1,447,56,-,B NG,4,4,---
1120,20240127,2,5,GAIN ECLIPSE,22,SN SHIVA* c3,479,52,-,K COETZEE,5,5,---
1121,20240127,3,2,SPIDERMAN,52,SN SHIVA* c3,472,55,-,P LEE,5,1,1.05.44
1122,20240127,3,5,GENERAL NIX,49,P HARIS* c3,530,53.5,-,B NG,1,2,---
1123,20240127,3,1,GHOST MARI,60,R NUQMAN* c1,421,59,-,P ARUMUGAM,2,3,---
1124,20240120,1,10,WASHINGTON,20,S SHAZMIN* c3,537,52.0,50.2,S SIVA,7,1,1:15.74
1125,20240120,1,5,PENANG STAR,32,S HAFIS c1,453,57.5,56.6,R LINES,1,2,1:15.88
1126,20240120,1,8,PONTIANAK,26,R NUQMAN* c1,434,54.5,54.3,SHANMUGAM,9,3,1:16.46
1127,20240120,1,6,MY FIRST MILLION,30,SU LIM,479,56.5,56.7,EP TAN,6,4,1:16.60
1128,20240120,1,4,BIG LAWYER,32,WW CHEAH c2,478,57.5,55.8,BT LIM,2,5,1:16.64
1129,20240120,1,9,SUPER WHIRLWIND,23,R SHAFIQ,393,53.0,53.8,KC TIANG,3,6,1:16.86
1130,20240120,1,7,ALEXANDER,29,KC THAM c1,555,56.0,55.2,S HAMILTON,8,7,1:16.90
1131,20240120,1,1,OTTAWA,35,A NAZIR* c3,509,59.0,56.2,F MAYNARD,10,8,1:16.96
1132,20240120,1,2,SUPREME JUSTICE,35,S RUZAINI,502,59.0,59.1,P LEE,5,9,1:17.23
1133,20240120,1,3,PROPLAYER,33,M LUKMAN* c3,495,58.0,55.1,WC LIM,4,10,1:17.49
1134,20240120,2,5,HOSAYLIAO,32,M LUKMAN* c3,506,57.5,54.5,WC LIM,8,1,1:15.42
1135,20240120,2,3,STORM TO WIN,35,A AZIZI* c3,450,59.0,56.2,T ASOGAN,1,2,1:15.44
1136,20240120,2,10,WHITE RABBIT,20,S HAFIS c1,425,52.0,51.2,C LECK,6,3,1:15.52
1137,20240120,2,7,MONDAY,29,R NUQMAN* c1,473,56.0,55.1,BT LIM,5,4,1:15.83
1138,20240120,2,6,LISBOA STAR,32,WW CHEAH c2,453,57.5,55.7,R LINES,2,5,1:16.05
1139,20240120,2,2,LUCKY THIRTYNINE,35,KC THAM c1,448,59.0,58.2,F MAYNARD,4,6,1:16.15
1140,20240120,2,9,ZAZU,21,L DE SOUZA,430,52.0,53.3,L MOY,3,7,1:16.28
1141,20240120,2,8,LIM'S TORPEDO,24,S SHAZMIN* c3,519,53.5,50.9,R LINES,7,8,1:17.00
1142,20240120,2,4,D'GREAT OCEAN,34,S ZULFIKRI c2,509,58.5,56.7,EP TAN,9,9,1:18.63
1143,20240120,3,7,ZEUS PEGASUS,38,A AZIZI* c3,535,56.5,54.6,K ANANTHEN,5,1,1:15.57
1144,20240120,3,4,TOP SHOW,40,L DE SOUZA,536,57.5,57.6,L MOY,7,2,1:15.72
1145,20240120,3,6,STARDICE,39,AK LIM,519,57.0,57,S HAMILTON,3,3,1:15.78
1146,20240120,3,8,MY MONEY,37,SU LIM,443,56.0,56,S HAMILTON,2,4,1:16.33
1147,20240120,3,1,KNIGHT LOVE,43,S HAFIS c1,460,59.0,58,KF WONG,6,5,1:16.37
1148,20240120,3,3,SAFE JOURNEY,41,M EKDIHAR* c3,511,58.0,55,EP TAN,1,6,1:16.60
1149,20240120,3,5,REMO MAMA,39,M LUKMAN* c3,489,57.0,54,WC LIM,8,7,1:16.71
1150,20240120,3,9,SHOQEET,37,R SHAFIQ,520,56.0,56,AB ABDULLAH,4,8,1:18.39
1151,20240120,4,1,WATCH OUT BOSS,55,I FIKRI* c3,588,59.0,53.8,L MOY,6,1,1:05.89
1152,20240120,4,10,MODRIC,44,M EKDIHAR* c3,532,53.5,53.3,S HAMILTON,4,2,1:06.31
1153,20240120,4,9,HAPPY THIRTYNINE,44,M SEELAN* c4,526,53.5,51.7,M SUKRI,1,3,1:06.47
1154,20240120,4,5,XANTHOS,47,A AZIZI* c3,543,55.0,54.2,NM SELVAN,10,4,1:06.71
1155,20240120,4,8,FAMOUS NAME,44,R SHAFIQ,463,53.5,53.9,AB ABDULLAH,5,5,1:06.75
1156,20240120,4,3,KIWI KID,48,M LUKMAN* c3,492,55.5,52.6,WC LIM,8,6,1:06.97
1157,20240120,4,2,ANKARA,52,S ZULFIKRI c2,511,57.5,56.5,AB ABDULLAH,9,7,1:06.98
1158,20240120,4,4,SMART RACER,48,A SURIYA c2,556,55.5,53.8,C LECK,3,8,1:07.00
1159,20240120,4,7,MERCURIAL TURN,46,WW CHEAH c2,492,54.5,53.2,R LINES,2,9,1:07.23
1160,20240120,4,6,IPOH KAIGEH,46,S RUZAINI,457,54.5,54.6,SY LIM,7,10,1:07.72
1161,20240120,5,10,INFINITE WISDOM,49,WW CHEAH c2,497,54.0,52.4,R LINES,1,1,1:05.12
1162,20240120,5,4,IRONCLAD,56,L DE SOUZA,500,57.5,57.5,R LINES,6,2,1:05.23
1163,20240120,5,1,TERMS OF REFERENCE,59,KC THAM c1,505,59.0,58,S HAMILTON,3,3,1:05.27
1164,20240120,5,8,OUR FINAL OFFER,52,SU LIM,477,55.5,55.5,S HAMILTON,8,4,1:05.45
1165,20240120,5,6,NAUGHTY KID,56,A SURIYA c2,478,57.5,55.5,C LECK,2,5,1:05.74
1166,20240120,5,3,NAGAS KING,57,R NUQMAN* c1,497,58.0,57.3,SY LIM,5,6,1:05.90
1167,20240120,5,5,NAJWAN,56,M SEELAN* c4,490,57.5,53.7,AB ABDULLAH,7,7,1:06.61
1168,20240120,5,9,BALL AND CHAIN,51,S HAFIS c1,480,55.0,54.1,SHANMUGAM,4,8,1:06.78
1169,20240120,5,2,BUSINESS MASTER,58,R SHAFIQ,474,58.5,58.6,HY CHENG,9,9,1:07.93
1170,20240120,5,7,LUPIN,55,AK LIM,475,57.0,57.1,T ASOGAN,10,10,1:08.39
1171,20240120,6,8,ARTHUR PEGASUS,47,A AZIZI* c3,465,55.0,53.9,NM SELVAN,7,1,1:18.48
1172,20240120,6,1,SILENT BOSS,55,R NUQMAN* c1,498,59.0,58.2,S COOK,3,2,1:18.58
1173,20240120,6,7,THAILAND CAPTAIN,48,M EKDIHAR* c3,496,55.5,53.4,K COETZEE,1,3,1:18.67
1174,20240120,6,3,WINNER'S EUPHORIA,53,KC THAM c1,445,58.0,57,S HAMILTON,9,4,1:19.03
1175,20240120,6,9,GOLDEN MAN,47,A SURIYA c2,563,55.0,53.1,HY CHENG,8,5,1:19.47
1176,20240120,6,6,FLYING WARRIOR,48,S RUZAINI,408,55.5,55.5,R LINES,6,6,1:19.53
1177,20240120,6,2,TIPPING POINT,54,AK LIM,539,58.5,58.7,L MOY,4,7,1:19.65
1178,20240120,6,10,THE SAINT,45,R SHAFIQ,463,54.0,54.4,AB ABDULLAH,10,8,1:20.47
1179,20240120,6,4,SELANGOR STAR,52,WW CHEAH c2,538,57.5,55.5,BT LIM,2,9,1:21.27
1180,20240120,6,5,AGUERO JR,48,M LUKMAN* c3,498,55.5,52.7,WC LIM,5,10,1:21.36
1181,20240120,7,5,QUICKEN AWAY,70,S HAFIS c1,512,56.5,56.6,I ISMADI,8,1,1:30.67
1182,20240120,7,1,PASIR PINJI,81,T AMMAR* c3,425,59.0,56.4,S DUNDERDALE,1,2,1:30.69
1183,20240120,7,6,GOLDEN KING,69,R NUQMAN* c1,459,56.5,55.7,HY CHENG,3,3,1:30.92
1184,20240120,7,9,GRAND CHOICE,64,A SURIYA c2,488,55.5,55.6,C LECK,2,4,1:31.05
1185,20240120,7,3,AHTIMS KLIS,75,J DE SOUZA,483,57.0,57.1,NM SELVAN,5,5,1:31.14
1186,20240120,7,7,D'GREAT DUCHESS,66,S ZULFIKRI c2,442,56.0,56,S SIVA,4,6,1:31.58
1187,20240120,7,2,CHINA CAPTAIN,80,AK LIM,522,59.0,59.2,K COETZEE,6,7,1:31.70
1188,20240120,7,4,LEOPARD ECLIPSE,70,S SHAZMIN* c3,516,56.5,53.8,F MAYNARD,9,8,1:32.38
1189,20240120,7,11,TORNADO PEGASUS,64,A AZIZI* c3,486,55.5,53.9,NM SELVAN,7,9,1:32.74
1190,20240120,7,10,TELLER,64,WW CHEAH c2,466,55.5,55.5,BT LIM,10,10,1:33.78
1191,20240120,8,8,D'GREAT SWIFT,33,S SHAZMIN* c3,432,54.5,51.8,R LINES,1,1,1:39.96
1192,20240120,8,10,SHYLOCK,27,J DANIEL c1,463,52.0,55.6,SY LIM,7,2,1:40.12
1193,20240120,8,1,MIEJ,42,AK LIM,466,59.0,59.1,WC LIM,3,3,1:40.19
1194,20240120,8,5,EKRAAR PHOENIX,37,SU LIM,483,56.5,56.5,K COETZEE,6,4,1:40.23
1195,20240120,8,2,SUCCESS STREET,40,R SHAFIQ,444,58.0,58.1,S COOK,4,5,1:40.41
1196,20240120,8,4,ROYALTY'S WISH,39,S HAFIS c1,488,57.5,56.5,C LECK,2,6,1:40.46
1197,20240120,8,6,HAPPY MAGIC,37,R NUQMAN* c1,487,56.5,55.5,HY CHENG,10,7,1:40.47
1198,20240120,8,3,BINELZAAM,39,J DE SOUZA,479,57.5,57.6,AB ABDULLAH,9,8,1:40.74
1199,20240120,8,9,OFFICIAL,30,S RUZAINI,468,53.0,53.9,KC TIANG,8,9,1:42.10
1200,20240120,8,7,LIM'S SPHERE,35,I FIKRI* c3,456,55.5,52.7,L MOY,5,10,1:42.33
1201,20240120,9,2,BE YOURSELF,32,R NUQMAN* c1,485,58.0,57.2,HY CHENG,2,1,1:25.26
1202,20240120,9,11,YULONG DREAM,20,A NAZIR* c3,447,52.0,51.9,K COETZEE,5,2,1:25.79
1203,20240120,9,9,SILVER JOY,21,SU LIM,473,52.5,53.9,S HAMILTON,10,3,1:26.27
1204,20240120,9,7,ALWAYS AFRAID,22,S HAFIS c1,466,53.0,52.3,M SUKRI,1,4,1:26.63
1205,20240120,9,8,NAMBIAR ROCKET,22,M LUKMAN* c3,477,53.0,52.1,WC LIM,3,5,1:26.70
1206,20240120,9,6,TARZAN,23,AK LIM,498,53.5,53.9,WC LIM,6,6,1:27.18
1207,20240120,9,10,UNLIMITED STAR,20,M SEELAN* c4,482,52.0,51.8,R LINES,7,7,1:27.53
1208,20240120,9,5,MAZANZE,24,S RUZAINI,503,54.0,54.4,K COETZEE,8,8,1:27.60
1209,20240120,9,3,LUCKY TIGER,28,A SURIYA c2,517,56.0,54.4,HY CHENG,4,9,1:28.09
