RaceDate,HorseName,RestDays
2023-01-24,TURF BRILLIANT,31.0
2023-03-29,TURF BRILLIANT,64.0
2023-05-07,TURF BRILLIANT,39.0
2023-06-25,TURF BRILLIANT,49.0
2024-11-27,TURF PHOENIX,999.0
2024-12-29,TURF PHOENIX,32.0
2023-01-24,TURIN MASCOT,999.0
2023-04-19,TURIN MASCOT,85.0
2023-04-26,TURIN MASCOT,7.0
2023-05-17,TURIN MASCOT,21.0
2023-06-07,TURIN MASCOT,21.0
2023-06-28,TURIN MASCOT,21.0
2023-09-27,TURIN MASCOT,91.0
2023-10-29,TURIN MASCOT,32.0
2023-11-19,TURIN MASCOT,21.0
2023-12-20,TURIN MASCOT,31.0
2024-01-10,TURIN MASCOT,21.0
2024-01-31,TURIN MASCOT,21.0
2024-02-15,TURIN MASCOT,15.0
2024-03-13,TURIN MASCOT,27.0
2024-04-03,TURIN MASCOT,21.0
2024-04-20,TURIN MASCOT,17.0
2024-05-05,TURIN MASCOT,15.0
2024-05-26,TURIN MASCOT,21.0
2024-06-23,TURIN MASCOT,28.0
2024-07-10,TURIN MASCOT,17.0
2024-10-06,TURIN MASCOT,88.0
2024-10-23,TURIN MASCOT,17.0
2024-11-06,TURIN MASCOT,14.0
2024-12-04,TURIN MASCOT,28.0
2025-01-05,TURIN MASCOT,32.0
2022-10-16,TURIN REDSUN,999.0
2022-11-06,TURIN REDSUN,21.0
2022-11-20,TURIN REDSUN,14.0
2023-02-19,TURIN REDSUN,91.0
2023-03-05,TURIN REDSUN,14.0
2023-04-02,TURIN REDSUN,28.0
2023-04-23,TURIN REDSUN,21.0
2023-05-13,TURIN REDSUN,20.0
2023-05-31,TURIN REDSUN,18.0
2023-06-10,TURIN REDSUN,10.0
2023-09-20,TURIN REDSUN,102.0
2023-10-01,TURIN REDSUN,11.0
2024-03-31,TURIN STARSPANGLED,999.0
2024-04-28,TURIN STARSPANGLED,28.0
2024-06-02,TURIN STARSPANGLED,35.0
2024-07-06,TURIN STARSPANGLED,34.0
2024-09-22,TURIN STARSPANGLED,78.0
2024-10-20,TURIN STARSPANGLED,28.0
2024-11-09,TURIN STARSPANGLED,20.0
2022-10-05,TURIN WARRIOR,999.0
2022-10-30,TURIN WARRIOR,25.0
2022-11-23,TURIN WARRIOR,24.0
2022-12-07,TURIN WARRIOR,14.0
2022-12-21,TURIN WARRIOR,14.0
2023-01-24,TURIN WARRIOR,34.0
2023-02-22,TURIN WARRIOR,29.0
2023-03-11,TURIN WARRIOR,17.0
2023-04-15,TURIN WARRIOR,35.0
2023-05-07,TURIN WARRIOR,22.0
2023-05-31,TURIN WARRIOR,24.0
2023-07-09,TURIN WARRIOR,39.0
2023-10-11,TURIN WARRIOR,94.0
2023-11-01,TURIN WARRIOR,21.0
2023-12-06,TURIN WARRIOR,35.0
2023-12-29,TURIN WARRIOR,23.0
2024-01-31,TURIN WARRIOR,33.0
2024-03-27,TURIN WARRIOR,56.0
2024-04-17,TURIN WARRIOR,21.0
2024-05-15,TURIN WARRIOR,28.0
2024-06-05,TURIN WARRIOR,21.0
2024-07-10,TURIN WARRIOR,35.0
2024-09-25,TURIN WARRIOR,77.0
2024-10-30,TURIN WARRIOR,35.0
2024-11-27,TURIN WARRIOR,28.0
2024-12-26,TURIN WARRIOR,29.0
2022-09-18,TURQUOISE ALPHA,999.0
2022-10-01,TURQUOISE ALPHA,13.0
2022-10-23,TURQUOISE ALPHA,22.0
2022-11-06,TURQUOISE ALPHA,14.0
2022-11-27,TURQUOISE ALPHA,21.0
2022-12-18,TURQUOISE ALPHA,21.0
2023-01-01,TURQUOISE ALPHA,14.0
2023-01-21,TURQUOISE ALPHA,20.0
2023-02-05,TURQUOISE ALPHA,15.0
2023-02-19,TURQUOISE ALPHA,14.0
2023-03-05,TURQUOISE ALPHA,14.0
2023-03-26,TURQUOISE ALPHA,21.0
2023-04-15,TURQUOISE ALPHA,20.0
2023-04-30,TURQUOISE ALPHA,15.0
2023-05-21,TURQUOISE ALPHA,21.0
2023-06-10,TURQUOISE ALPHA,20.0
2023-06-28,TURQUOISE ALPHA,18.0
2023-09-17,TURQUOISE ALPHA,81.0
2023-09-27,TURQUOISE ALPHA,10.0
2022-12-14,TURTLE AGAIN,999.0
2023-01-01,TURTLE AGAIN,18.0
2023-02-12,TURTLE AGAIN,42.0
2023-03-01,TURTLE AGAIN,17.0
2023-04-02,TURTLE AGAIN,32.0
2023-04-19,TURTLE AGAIN,17.0
2023-06-10,TURTLE AGAIN,52.0
2023-09-17,TURTLE AGAIN,99.0
2023-10-01,TURTLE AGAIN,14.0
2023-10-18,TURTLE AGAIN,17.0
2023-11-01,TURTLE AGAIN,14.0
2023-11-29,TURTLE AGAIN,28.0
2023-12-17,TURTLE AGAIN,18.0
2024-01-17,TURTLE AGAIN,31.0
2024-02-21,TURTLE AGAIN,35.0
2024-03-27,TURTLE AGAIN,35.0
2024-04-17,TURTLE AGAIN,21.0
2024-05-08,TURTLE AGAIN,21.0
2024-06-02,TURTLE AGAIN,25.0
2024-07-10,TURTLE AGAIN,38.0
2024-09-25,TURTLE AGAIN,77.0
2024-11-03,TURTLE AGAIN,39.0
2024-11-27,TURTLE AGAIN,24.0
2025-01-01,TURTLE AGAIN,35.0
2022-12-18,TYCOON JEWELLERY,999.0
2023-01-08,TYCOON JEWELLERY,21.0
2023-01-24,TYCOON JEWELLERY,16.0
2023-02-08,TYCOON JEWELLERY,15.0
2023-02-19,TYCOON JEWELLERY,11.0
2023-03-15,TYCOON JEWELLERY,24.0
2023-04-12,TYCOON JEWELLERY,28.0
2023-12-13,U S S CONSTITUTION,999.0
2024-01-01,U S S CONSTITUTION,19.0
2024-01-17,U S S CONSTITUTION,16.0
2024-02-07,U S S CONSTITUTION,21.0
2024-03-03,U S S CONSTITUTION,25.0
2024-03-20,U S S CONSTITUTION,17.0
2024-09-08,U S S CONSTITUTION,172.0
2024-10-06,U S S CONSTITUTION,28.0
2024-10-30,U S S CONSTITUTION,24.0
2024-11-20,U S S CONSTITUTION,21.0
2025-01-08,U S S CONSTITUTION,49.0
2022-09-18,U W BROTHER,999.0
2022-10-09,U W BROTHER,21.0
2022-10-23,U W BROTHER,14.0
2022-11-16,U W BROTHER,24.0
2022-12-07,U W BROTHER,21.0
2023-01-01,U W BROTHER,25.0
2023-02-22,U W BROTHER,52.0
2023-03-08,U W BROTHER,14.0
2023-03-15,U W BROTHER,7.0
2023-04-06,U W BROTHER,22.0
2023-05-07,U W BROTHER,31.0
2022-09-18,ULTRA EXPRESS,999.0
2022-10-26,ULTRA EXPRESS,38.0
2022-11-20,ULTRA EXPRESS,25.0
2022-12-04,ULTRA EXPRESS,14.0
2023-03-11,ULTRA EXPRESS,97.0
2023-05-17,ULTRA EXPRESS,67.0
2023-06-10,ULTRA EXPRESS,24.0
2024-02-12,UNBELIEVABLE,999.0
2024-03-03,UNBELIEVABLE,20.0
2024-04-07,UNBELIEVABLE,35.0
2024-05-05,UNBELIEVABLE,28.0
2023-10-04,UNISON,999.0
2024-10-09,UNISON,371.0
2024-11-17,UNISON,39.0
2024-12-11,UNISON,24.0
2024-12-29,UNISON,18.0
2022-09-14,UNITED ENDEAVORS,999.0
2022-10-19,UNITED ENDEAVORS,35.0
2022-11-09,UNITED ENDEAVORS,21.0
2022-12-07,UNITED ENDEAVORS,28.0
2022-12-28,UNITED ENDEAVORS,21.0
2023-01-18,UNITED ENDEAVORS,21.0
2023-04-23,UNITED ENDEAVORS,95.0
2023-05-17,UNITED ENDEAVORS,24.0
2023-06-07,UNITED ENDEAVORS,21.0
2023-07-06,UNITED ENDEAVORS,29.0
2023-10-11,UNITED ENDEAVORS,97.0
2023-10-29,UNITED ENDEAVORS,18.0
2023-11-22,UNITED ENDEAVORS,24.0
2023-12-23,UNITED ENDEAVORS,31.0
2024-01-17,UNITED ENDEAVORS,25.0
2024-01-24,UNITED ENDEAVORS,7.0
2024-02-07,UNITED ENDEAVORS,14.0
2024-03-06,UNITED ENDEAVORS,28.0
2024-03-27,UNITED ENDEAVORS,21.0
2024-04-17,UNITED ENDEAVORS,21.0
2024-10-09,UNITED ENDEAVORS,175.0
2024-10-27,UNITED ENDEAVORS,18.0
2024-11-20,UNITED ENDEAVORS,24.0
2024-12-26,UNITED ENDEAVORS,36.0
2023-05-24,UNITED WARRIORS,999.0
2023-06-14,UNITED WARRIORS,21.0
2023-07-03,UNITED WARRIORS,19.0
2023-10-04,UNITED WARRIORS,93.0
2022-09-11,UNITED WE STAND,999.0
2022-10-01,UNITED WE STAND,20.0
2022-10-16,UNITED WE STAND,15.0
2022-10-23,UNITED WE STAND,7.0
2022-11-06,UNITED WE STAND,14.0
2022-12-04,UNITED WE STAND,28.0
2022-12-18,UNITED WE STAND,14.0
2022-12-21,UNITED WE STAND,3.0
2023-01-08,UNITED WE STAND,18.0
2023-01-24,UNITED WE STAND,16.0
2024-03-20,UNIVERSAL BLAZE,999.0
2024-04-14,UNIVERSAL BLAZE,25.0
2024-09-28,UNIVERSAL BLAZE,167.0
2024-11-09,UNIVERSAL BLAZE,42.0
2024-11-27,UNIVERSAL BLAZE,18.0
2022-09-11,UNIVERSAL CROWN,999.0
2022-10-19,UNIVERSAL CROWN,38.0
2022-10-30,UNIVERSAL CROWN,11.0
2022-11-16,UNIVERSAL CROWN,17.0
2022-12-07,UNIVERSAL CROWN,21.0
2023-01-04,UNIVERSAL CROWN,28.0
2023-01-18,UNIVERSAL CROWN,14.0
2023-02-05,UNIVERSAL CROWN,18.0
2023-02-15,UNIVERSAL CROWN,10.0
2023-03-08,UNIVERSAL CROWN,21.0
2022-09-25,UNIVERSAL HORIZON,999.0
2022-10-16,UNIVERSAL HORIZON,21.0
2023-01-15,UNIVERSAL HORIZON,91.0
2023-02-05,UNIVERSAL HORIZON,21.0
2023-03-11,UNIVERSAL HORIZON,34.0
2023-03-26,UNIVERSAL HORIZON,15.0
2023-04-15,UNIVERSAL HORIZON,20.0
2023-05-13,UNIVERSAL HORIZON,28.0
2023-06-18,UNIVERSAL HORIZON,36.0
2023-07-16,UNIVERSAL HORIZON,28.0
2023-12-10,UNIVERSAL HORIZON,147.0
2024-01-10,UNIVERSAL HORIZON,31.0
2024-02-25,UNIVERSAL HORIZON,46.0
2024-03-10,UNIVERSAL HORIZON,14.0
2024-04-28,UNIVERSAL HORIZON,49.0
2024-06-08,UNIVERSAL HORIZON,41.0
2024-06-23,UNIVERSAL HORIZON,15.0
2024-07-10,UNIVERSAL HORIZON,17.0
2024-09-22,UNIVERSAL HORIZON,74.0
2024-10-13,UNIVERSAL HORIZON,21.0
2024-11-24,UNIVERSAL HORIZON,42.0
2024-12-08,UNIVERSAL HORIZON,14.0
2023-06-10,UNIVERSAL PURSUIT,999.0
2023-07-01,UNIVERSAL PURSUIT,21.0
2023-10-22,UNIVERSAL PURSUIT,113.0
2023-12-26,UNIVERSAL PURSUIT,65.0
2024-01-13,UNIVERSAL PURSUIT,18.0
2023-01-15,UNPRESUMING,999.0
2023-01-29,UNPRESUMING,14.0
2023-02-26,UNPRESUMING,28.0
2023-03-19,UNPRESUMING,21.0
2023-04-30,UNPRESUMING,42.0
2023-05-13,UNPRESUMING,13.0
2023-06-10,UNPRESUMING,28.0
2023-07-03,UNPRESUMING,23.0
2024-02-18,UNPRESUMING,230.0
2024-09-15,UNPRESUMING,210.0
2024-10-01,UNPRESUMING,16.0
2022-10-23,UNTOLD RICHES,999.0
2023-04-19,UP AND UP,999.0
2023-05-17,UP AND UP,28.0
2023-07-12,UP AND UP,56.0
2023-09-20,UP AND UP,70.0
2023-11-11,UP AND UP,52.0
2023-11-26,UP AND UP,15.0
2023-12-13,UP AND UP,17.0
2024-01-01,UP AND UP,19.0
2024-01-13,UP AND UP,12.0
2024-01-28,UP AND UP,15.0
2024-03-20,UP AND UP,52.0
2024-04-20,UP AND UP,31.0
2025-01-01,UP WITH CHARM,999.0
2023-01-21,UPTREND,999.0
2023-03-11,UPTREND,49.0
2023-04-09,URBAN TRIUMPH,999.0
2023-05-07,URBAN TRIUMPH,28.0
2023-05-28,URBAN TRIUMPH,21.0
2023-10-11,URBAN TRIUMPH,136.0
2023-11-05,URBAN TRIUMPH,25.0
2024-02-12,URBAN TRIUMPH,99.0
2024-02-25,URBAN TRIUMPH,13.0
2024-03-10,URBAN TRIUMPH,14.0
2024-04-07,URBAN TRIUMPH,28.0
2024-04-14,URBAN TRIUMPH,7.0
2024-05-11,URBAN TRIUMPH,27.0
2024-06-02,URBAN TRIUMPH,22.0
2024-07-01,URBAN TRIUMPH,29.0
2024-09-15,URBAN TRIUMPH,76.0
2024-09-28,URBAN TRIUMPH,13.0
2024-11-06,URBAN TRIUMPH,39.0
2022-09-21,V CHEVALIERS,999.0
2022-10-19,V CHEVALIERS,28.0
2022-11-23,V CHEVALIERS,35.0
2022-12-28,V CHEVALIERS,35.0
2023-02-01,V CHEVALIERS,35.0
2023-02-22,V CHEVALIERS,21.0
2023-04-06,V CHEVALIERS,43.0
2023-04-26,V CHEVALIERS,20.0
2023-05-17,V CHEVALIERS,21.0
2023-06-07,V CHEVALIERS,21.0
2023-07-01,V CHEVALIERS,24.0
2023-12-23,V LOVE YOU,999.0
2024-01-07,V LOVE YOU,15.0
2024-01-17,V LOVE YOU,10.0
2024-02-21,V LOVE YOU,35.0
2024-03-06,V LOVE YOU,14.0
2024-04-07,V LOVE YOU,32.0
2024-04-20,V LOVE YOU,13.0
2024-05-01,V LOVE YOU,11.0
2022-11-06,VALHALLA,999.0
2022-12-07,VALHALLA,31.0
2022-12-18,VALHALLA,11.0
2023-01-01,VALHALLA,14.0
2023-02-15,VALHALLA,45.0
2023-03-05,VALHALLA,18.0
2023-03-22,VALHALLA,17.0
2023-04-15,VALHALLA,24.0
2023-05-17,VALHALLA,32.0
2023-05-31,VALHALLA,14.0
2023-07-01,VALHALLA,31.0
2023-07-16,VALHALLA,15.0
2023-09-10,VALHALLA,56.0
2023-09-13,VALHALLA,3.0
2023-10-04,VALHALLA,21.0
2023-10-18,VALHALLA,14.0
2023-11-01,VALHALLA,14.0
2023-12-06,VALHALLA,35.0
2023-12-29,VALHALLA,23.0
2024-01-10,VALHALLA,12.0
2024-02-15,VALHALLA,36.0
2024-03-13,VALHALLA,27.0
2024-04-03,VALHALLA,21.0
2024-05-08,VALHALLA,35.0
2024-05-22,VALHALLA,14.0
2024-07-10,VALHALLA,49.0
2024-09-28,VALHALLA,80.0
2024-10-27,VALHALLA,29.0
2024-11-27,VALHALLA,31.0
2024-12-11,VALHALLA,14.0
2022-09-14,VALIANT ELEGANCE,999.0
2022-10-12,VALIANT ELEGANCE,28.0
2022-11-16,VALIANT ELEGANCE,35.0
2023-01-01,VALIANT ELEGANCE,46.0
2023-02-01,VALIANT ELEGANCE,31.0
2023-02-08,VALIANT ELEGANCE,7.0
2023-04-06,VALIANT ELEGANCE,57.0
2023-04-15,VALIANT ELEGANCE,9.0
2023-04-26,VALIANT ELEGANCE,11.0
2023-06-04,VALIANT ELEGANCE,39.0
2023-06-10,VALIANT ELEGANCE,6.0
2023-07-01,VALIANT ELEGANCE,21.0
2023-09-20,VALIANT ELEGANCE,81.0
2023-10-29,VALIANT ELEGANCE,39.0
2023-11-26,VALIANT ELEGANCE,28.0
2023-12-20,VALIANT ELEGANCE,24.0
2024-01-13,VALIANT ELEGANCE,24.0
2024-01-21,VALIANT ELEGANCE,8.0
2024-01-24,VALIANT ELEGANCE,3.0
2024-02-04,VALIANT ELEGANCE,11.0
2024-02-21,VALIANT ELEGANCE,17.0
2024-03-16,VALIANT ELEGANCE,24.0
2024-04-20,VALIANT ELEGANCE,35.0
2022-09-14,VAMOS,999.0
2022-10-05,VAMOS,21.0
2022-10-30,VAMOS,25.0
2022-12-18,VAMOS,49.0
2023-01-08,VAMOS,21.0
2023-03-15,VAMOS,66.0
2023-04-06,VAMOS,22.0
2023-04-19,VAMOS,13.0
2023-05-10,VAMOS,21.0
2023-05-28,VAMOS,18.0
2023-07-03,VAMOS,36.0
2023-07-16,VAMOS,13.0
2023-09-13,VAMOS,59.0
2023-10-04,VAMOS,21.0
2023-10-25,VAMOS,21.0
2024-01-07,VAMOS,74.0
2024-05-08,VAMOS,122.0
2024-05-29,VAMOS,21.0
2023-01-21,VANQUISHER,999.0
2023-04-02,VANQUISHER,71.0
2023-06-25,VANQUISHER,84.0
2023-07-09,VANQUISHER,14.0
2023-09-10,VANQUISHER,63.0
2023-09-27,VANQUISHER,17.0
2022-10-01,VANTASTIC CHOICE,999.0
2022-11-12,VANTASTIC CHOICE,42.0
2022-12-28,VANTASTIC CHOICE,46.0
2023-02-22,VANTASTIC CHOICE,56.0
2023-03-19,VANTASTIC CHOICE,25.0
2023-04-23,VANTASTIC CHOICE,35.0
2023-05-28,VANTASTIC CHOICE,35.0
2023-06-25,VANTASTIC CHOICE,28.0
2023-07-16,VANTASTIC CHOICE,21.0
2023-12-23,VANTASTIC CHOICE,160.0
2024-01-21,VANTASTIC CHOICE,29.0
2024-02-04,VANTASTIC CHOICE,14.0
2024-02-28,VANTASTIC CHOICE,24.0
2024-03-16,VANTASTIC CHOICE,17.0
2024-04-03,VANTASTIC CHOICE,18.0
2024-04-20,VANTASTIC CHOICE,17.0
2024-05-08,VANTASTIC CHOICE,18.0
2024-05-19,VANTASTIC CHOICE,11.0
2024-06-08,VANTASTIC CHOICE,20.0
2024-06-23,VANTASTIC CHOICE,15.0
2024-07-10,VANTASTIC CHOICE,17.0
2024-09-15,VANTASTIC CHOICE,67.0
2024-11-03,VANTASTIC CHOICE,49.0
2024-11-17,VANTASTIC CHOICE,14.0
2024-03-10,VERBIER,999.0
2024-03-31,VERBIER,21.0
2024-04-28,VERBIER,28.0
2024-06-02,VERBIER,35.0
2024-07-01,VERBIER,29.0
2024-09-08,VERBIER,69.0
2024-09-15,VERBIER,7.0
2024-10-06,VERBIER,21.0
2024-11-20,VERBIER,45.0
2024-12-01,VERBIER,11.0
2024-06-15,VICTOR THE RAPID,999.0
2024-07-06,VICTOR THE RAPID,21.0
2022-09-11,VICTOR THE WINNER,999.0
2022-10-23,VICTOR THE WINNER,42.0
2022-11-20,VICTOR THE WINNER,28.0
2022-12-11,VICTOR THE WINNER,21.0
2023-01-24,VICTOR THE WINNER,44.0
2023-03-19,VICTOR THE WINNER,54.0
2023-04-15,VICTOR THE WINNER,27.0
2023-06-04,VICTOR THE WINNER,50.0
2023-09-10,VICTOR THE WINNER,98.0
2023-10-22,VICTOR THE WINNER,42.0
2023-11-19,VICTOR THE WINNER,28.0
2023-12-10,VICTOR THE WINNER,21.0
2024-01-07,VICTOR THE WINNER,28.0
2024-01-28,VICTOR THE WINNER,21.0
2024-04-28,VICTOR THE WINNER,91.0
2024-06-02,VICTOR THE WINNER,35.0
2024-11-17,VICTOR THE WINNER,168.0
2024-12-08,VICTOR THE WINNER,21.0
2022-09-28,VICTORIOUS SEEKER,999.0
2023-01-15,VICTORY MOMENTS,999.0
2023-02-26,VICTORY MOMENTS,42.0
2023-03-26,VICTORY MOMENTS,28.0
2023-04-15,VICTORY MOMENTS,20.0
2024-02-04,VICTORY MOMENTS,295.0
2024-02-18,VICTORY MOMENTS,14.0
2024-03-16,VICTORY MOMENTS,27.0
2024-04-03,VICTORY MOMENTS,18.0
2024-04-20,VICTORY MOMENTS,17.0
2024-05-05,VICTORY MOMENTS,15.0
2024-05-29,VICTORY MOMENTS,24.0
2024-06-15,VICTORY MOMENTS,17.0
2024-09-22,VICTORY MOMENTS,99.0
2024-10-13,VICTORY MOMENTS,21.0
2024-10-23,VICTORY MOMENTS,10.0
2024-11-24,VICTORY MOMENTS,32.0
2024-12-18,VICTORY MOMENTS,24.0
2025-01-12,VICTORY MOMENTS,25.0
2022-10-09,VICTORY PARK,999.0
2022-12-18,VICTORY PARK,70.0
2025-01-05,VICTORY PATCH,999.0
2022-11-20,VICTORY SCHOLARS,999.0
2022-12-18,VICTORY SCHOLARS,28.0
2023-01-01,VICTORY SCHOLARS,14.0
2023-01-15,VICTORY SCHOLARS,14.0
2023-02-15,VICTORY SCHOLARS,31.0
2023-03-01,VICTORY SCHOLARS,14.0
2023-03-22,VICTORY SCHOLARS,21.0
2023-04-02,VICTORY SCHOLARS,11.0
2023-04-19,VICTORY SCHOLARS,17.0
2023-05-03,VICTORY SCHOLARS,14.0
2023-05-31,VICTORY SCHOLARS,28.0
2023-06-28,VICTORY SCHOLARS,28.0
2023-07-06,VICTORY SCHOLARS,8.0
2023-09-27,VICTORY SCHOLARS,83.0
2023-10-15,VICTORY SCHOLARS,18.0
2023-10-25,VICTORY SCHOLARS,10.0
2023-11-08,VICTORY SCHOLARS,14.0
2023-11-19,VICTORY SCHOLARS,11.0
2024-10-27,VICTORY SKY,999.0
2024-11-17,VICTORY SKY,21.0
2024-12-08,VICTORY SKY,21.0
2024-12-22,VICTORY SKY,14.0
2024-05-08,VICTORYTHIRTYTHREE,999.0
2024-05-22,VICTORYTHIRTYTHREE,14.0
2024-07-04,VICTORYTHIRTYTHREE,43.0
2024-10-06,VICTORYTHIRTYTHREE,94.0
2024-10-27,VICTORYTHIRTYTHREE,21.0
2024-11-13,VICTORYTHIRTYTHREE,17.0
2025-01-12,VIEW ALL THINGS,999.0
2024-06-15,VIEW OF THE WORLD,999.0
2024-07-14,VIEW OF THE WORLD,29.0
2024-10-01,VIEW OF THE WORLD,79.0
2024-11-03,VIEW OF THE WORLD,33.0
2024-11-17,VIEW OF THE WORLD,14.0
2024-12-26,VIEW OF THE WORLD,39.0
2024-07-01,VIGOR ELLEEGANT,999.0
2024-09-22,VIGOR ELLEEGANT,83.0
2024-10-27,VIGOR ELLEEGANT,35.0
2024-11-27,VIGOR ELLEEGANT,31.0
2024-12-26,VIGOR ELLEEGANT,29.0
2022-09-11,VILLA FIONN,999.0
2022-10-01,VILLA FIONN,20.0
2022-11-16,VILLA FIONN,46.0
2023-01-04,VILLA FIONN,49.0
2023-01-18,VILLA FIONN,14.0
2023-02-01,VILLA FIONN,14.0
2023-02-22,VILLA FIONN,21.0
2023-03-15,VILLA FIONN,21.0
2023-04-19,VILLA FIONN,35.0
2023-05-03,VILLA FIONN,14.0
2023-05-17,VILLA FIONN,14.0
2023-06-04,VILLA FIONN,18.0
2023-06-07,VILLA FIONN,3.0
2022-09-14,VINCY,999.0
2022-09-28,VINCY,14.0
2022-10-30,VINCY,32.0
2022-11-30,VINCY,31.0
2022-12-24,VINCY,24.0
2023-01-18,VINCY,25.0
2023-03-01,VINCY,42.0
2023-03-11,VINCY,10.0
2023-04-02,VINCY,22.0
2023-04-15,VINCY,13.0
2023-04-30,VINCY,15.0
2023-05-10,VINCY,10.0
2023-05-24,VINCY,14.0
2023-07-12,VINCY,49.0
2023-10-29,VINCY,109.0
2023-11-29,VINCY,31.0
2023-12-13,VINCY,14.0
2023-12-23,VINCY,10.0
2024-01-17,VINCY,25.0
2024-01-31,VINCY,14.0
2024-02-28,VINCY,28.0
2024-04-10,VINCY,42.0
2022-09-18,VIVA A LA,999.0
2022-10-09,VIVA A LA,21.0
2022-10-26,VIVA A LA,17.0
2022-11-12,VIVA A LA,17.0
2022-12-04,VIVA A LA,22.0
2022-12-18,VIVA A LA,14.0
2023-01-08,VIVA A LA,21.0
2023-01-15,VIVA A LA,7.0
2023-02-19,VIVA A LA,35.0
2023-03-05,VIVA A LA,14.0
2023-03-29,VIVA A LA,24.0
2023-04-15,VIVA A LA,17.0
2023-05-03,VIVA A LA,18.0
2023-05-31,VIVA A LA,28.0
2023-07-01,VIVA A LA,31.0
2023-07-06,VIVA A LA,5.0
2023-07-12,VIVA A LA,6.0
2023-09-20,VIVA A LA,70.0
2023-10-04,VIVA A LA,14.0
2023-10-29,VIVA A LA,25.0
2023-11-29,VIVA A LA,31.0
2023-12-13,VIVA A LA,14.0
2023-12-29,VIVA A LA,16.0
2024-01-17,VIVA A LA,19.0
2024-02-07,VIVA A LA,21.0
2024-02-15,VIVA A LA,8.0
2024-03-06,VIVA A LA,20.0
2024-03-20,VIVA A LA,14.0
2024-04-24,VIVA A LA,35.0
2024-05-08,VIVA A LA,14.0
2024-05-15,VIVA A LA,7.0
2024-05-29,VIVA A LA,14.0
2024-06-12,VIVA A LA,14.0
2024-09-11,VIVA A LA,91.0
2024-09-22,VIVA A LA,11.0
2024-10-27,VIVA A LA,35.0
2022-11-20,VIVA CHALEUR,999.0
2023-01-08,VIVA CHALEUR,49.0
2023-01-29,VIVA CHALEUR,21.0
2023-02-08,VIVA CHALEUR,10.0
2023-03-05,VIVA CHALEUR,25.0
2023-11-11,VIVA CHALEUR,251.0
2023-12-17,VIVA CHALEUR,36.0
2023-12-29,VIVA CHALEUR,12.0
2024-01-31,VIVA CHALEUR,33.0
2024-03-10,VIVA CHALEUR,39.0
2024-04-03,VIVA CHALEUR,24.0
2024-09-15,VIVA CHALEUR,165.0
2024-10-27,VIVA CHALEUR,42.0
2024-11-13,VIVA CHALEUR,17.0
2024-12-04,VIVA CHALEUR,21.0
2024-12-18,VIVA CHALEUR,14.0
2025-01-05,VIVA CHALEUR,18.0
2024-01-01,VIVA GRACIOUSNESS,999.0
2024-02-28,VIVA GRACIOUSNESS,58.0
2024-03-13,VIVA GRACIOUSNESS,14.0
2024-03-31,VIVA GRACIOUSNESS,18.0
2024-04-20,VIVA GRACIOUSNESS,20.0
2024-06-08,VIVA GRACIOUSNESS,49.0
2024-07-01,VIVA GRACIOUSNESS,23.0
2024-07-14,VIVA GRACIOUSNESS,13.0
2024-09-08,VIVA GRACIOUSNESS,56.0
2024-09-28,VIVA GRACIOUSNESS,20.0
2024-10-06,VIVA GRACIOUSNESS,8.0
2024-10-27,VIVA GRACIOUSNESS,21.0
2024-11-20,VIVA GRACIOUSNESS,24.0
2024-12-26,VIVA GRACIOUSNESS,36.0
2022-09-14,VIVA HUNTER,999.0
2022-10-05,VIVA HUNTER,21.0
2022-10-26,VIVA HUNTER,21.0
2022-11-12,VIVA HUNTER,17.0
2022-12-07,VIVA HUNTER,25.0
2023-03-29,VIVA HUNTER,112.0
2023-04-19,VIVA HUNTER,21.0
2023-05-10,VIVA HUNTER,21.0
2023-05-24,VIVA HUNTER,14.0
2023-06-14,VIVA HUNTER,21.0
2023-07-01,VIVA HUNTER,17.0
2023-09-20,VIVA HUNTER,81.0
2023-10-18,VIVA HUNTER,28.0
2023-10-25,VIVA HUNTER,7.0
2023-11-15,VIVA HUNTER,21.0
2023-12-03,VIVA HUNTER,18.0
2023-12-17,VIVA HUNTER,14.0
2024-01-04,VIVA HUNTER,18.0
2024-01-24,VIVA HUNTER,20.0
2024-02-18,VIVA HUNTER,25.0
2024-03-27,VIVA HUNTER,38.0
2024-04-03,VIVA HUNTER,7.0
2024-04-24,VIVA HUNTER,21.0
2024-05-11,VIVA HUNTER,17.0
2024-05-29,VIVA HUNTER,18.0
2024-06-23,VIVA HUNTER,25.0
2024-09-11,VIVA HUNTER,80.0
2024-09-22,VIVA HUNTER,11.0
2024-10-23,VIVA HUNTER,31.0
2024-11-09,VIVA HUNTER,17.0
2024-12-04,VIVA HUNTER,25.0
2024-12-18,VIVA HUNTER,14.0
2025-01-08,VIVA HUNTER,21.0
2022-11-09,VIVA MAMA,999.0
2022-11-09,VIVA POPCORN,999.0
2022-11-23,VIVA POPCORN,14.0
2022-12-21,VIVA POPCORN,28.0
2023-01-18,VIVA POPCORN,28.0
2023-02-01,VIVA POPCORN,14.0
2023-02-22,VIVA POPCORN,21.0
2023-04-19,VIVA POPCORN,56.0
2023-05-03,VIVA POPCORN,14.0
2023-05-31,VIVA POPCORN,28.0
2023-11-11,VOLCANIC SPARK,999.0
2023-12-23,VOLCANIC SPARK,42.0
2024-01-13,VOLCANIC SPARK,21.0
